#a1	a2	a3	a4	a5	a6	a7	a8	a9	a10	a11	a12	a13	StepNum
-2.14900949950302	-2.99346393610269	-7.92900649943309	-7.66486245434112	0.673066099022453	0.405191381353549	-1.76382104503238	-2.12378599940746	0.0489477993868664	0.565432391667594	-0.981465192342364	0.768782874861911	-3.86348791245021	4199
-1.28443955645865	-2.21859957345831	-7.91800482194182	-7.83059409377843	0.625093542194483	1.0320878810517	-1.73105388713694	-2.05095732625018	0.0458077100838256	0.564268756784077	-1.02854071962771	0.750390301021462	-2.88114392918285	4399
-1.74176328650634	-2.39841738605383	-7.96860531694796	-7.78229721639311	0.577768511892175	1.02041653142759	-1.73981473945177	-2.0551709478499	0.0579011682391735	0.547083783669491	-1.05284808331725	0.745782334225264	-3.33971526004185	4599
-1.81891662488654	-2.29742872463853	-7.90265235623918	-8.1037658070426	0.881883521666716	1.15364442716443	-1.73074838719093	-2.14433224019443	0.0728365234578166	0.555087051281095	-0.986786605151192	0.755101270373634	-3.11775538784343	4799
-1.42501571641349	-2.36358962956966	-7.85249286748842	-8.16741719442638	0.695851842459312	0.823566664609369	-1.76911511520207	-2.1825683847943	0.0670024380634086	0.549898932205338	-0.890762740738039	0.756957055296102	-3.71551761560348	4999
-2.00573662533103	-2.89894856796339	-7.83962346983619	-8.03469399552081	0.671920571587231	1.06467436411914	-1.77314429612188	-2.17470582493052	0.0709317489688269	0.522308057237032	-0.859438746318421	0.75019103058244	-3.71924616304458	5199
-1.40513097323958	-3.19098282376665	-7.82802346835024	-7.69358899415566	0.742961534824506	0.500971915733425	-1.76058328437022	-2.15275523799757	0.0749443634989998	0.521741869370214	-0.821393919403493	0.735580655184507	-2.84241273945283	5399
-1.1788155287501	-2.61847725110966	-7.85502731433553	-7.47164817839625	0.862048027885705	0.421768608615252	-1.75629624186313	-2.24738856759535	0.0882919458891505	0.506232173748217	-0.847853542031003	0.738501321068096	-3.29095546159204	5599
-1.34843155000482	-2.78089849844256	-7.84349794334271	-7.7521449666642	0.753768474216978	0.453831336916765	-1.76288062595966	-2.23329271270981	0.0729393999210737	0.529662264833587	-0.845672809780263	0.74024678378286	-2.90391457246294	5799
-1.46211134058604	-3.06331465161476	-7.77010939093545	-8.05090740892896	0.482463818918431	0.564810303346013	-1.69687708590829	-2.07508893544208	0.0612144578866745	0.542035617296923	-0.817587477966367	0.722825164705507	-3.31896604285967	5999
-1.43428800372566	-3.33309673973411	-7.78406589487228	-7.95857570865659	0.358782455556192	0.157843388309186	-1.64530574799518	-2.02484808264794	0.0709234769088053	0.572637794995761	-0.854175630399635	0.736676610061147	-2.7903691674056	6199
-1.34671736629596	-2.38975536335694	-7.83175155388264	-7.91018062438654	0.52804676014012	0.381005922813472	-1.65431471908286	-2.02963575313898	0.0651055831188712	0.583430339714337	-0.936339921947949	0.749363452229789	-3.52312299758146	6399
-1.84527921235502	-2.56239394085309	-7.87130693080047	-7.99819306194384	0.413885046871141	1.38005705551937	-1.68431592960956	-2.0305669547568	0.0638471149138591	0.570426350795522	-1.00839163514949	0.756161866047714	-3.55288867825087	6599
-1.12641425474142	-2.09256711638845	-7.88464701240527	-7.95019835589956	0.68957129306009	0.0641827553037186	-1.74116571320994	-2.15242455439693	0.0642666386467311	0.557548214434228	-0.943095706857743	0.750512588550547	-3.48304681964628	6799
-1.83282255225725	-3.02795801714634	-7.81960893961584	-7.99661182996102	0.649477045914614	1.11030409386731	-1.74620207183617	-2.13173919720638	0.0588609275514679	0.525705487539963	-0.894031877263083	0.735997011301127	-2.89459053307089	6999
-1.40701010172759	-2.68161876561327	-7.77648532442093	-7.94398666482794	0.659006904060153	1.18688541810459	-1.78126255779999	-2.19718055355819	0.0513191789080152	0.545988041371513	-0.816351387239216	0.760493030650785	-3.47496864873725	7199
-1.25656407198156	-2.80205537625928	-7.77343699235532	-7.97797450103412	0.427246111224015	1.79618190060107	-1.73724443316867	-2.02066469178934	0.0385309505418314	0.614660562076764	-0.858718519664002	0.78726293931477	-2.70197873477017	7399
-1.34659356766279	-3.06883393194661	-7.78360074947407	-7.86903099771368	0.341806896659225	1.3336519944018	-1.76014321168926	-2.11985870788984	0.0429180359558079	0.590666270632934	-0.84490360761418	0.783426399489448	-2.62713678384052	7599
-1.01153326668254	-2.79991344670665	-7.83942845480758	-7.68488931178536	0.5085591496152	0.592696858004844	-1.7705716692232	-2.03015573001382	0.0494119906390567	0.631522171947156	-0.833226117524568	0.802843840871477	-3.11201354247652	7799
-1.60459618149177	-3.14050205878927	-7.78379229527625	-7.95361673010839	0.544696805305595	0.772404222167781	-1.72396247145983	-2.01618725435641	0.0430619199938413	0.619889752587265	-0.918196855584896	0.799513822747958	-2.93150942034578	7999
-1.52531308003235	-3.37484235769684	-7.84124998236267	-7.79983001768738	0.744159633293061	1.38667485341596	-1.73527017803614	-1.96454994811124	0.0604754359329758	0.627433856016292	-0.862533369113354	0.799714647725752	-3.32536788197121	8199
-1.11854238240548	-2.35561915770561	-7.83385620882764	-7.83626328597942	0.61769581750247	0.544122617124571	-1.76836160706807	-2.12816549274839	0.0529797411680784	0.607841916287389	-0.868765961005741	0.795099518761866	-3.306913580412	8399
-1.21118755290861	-3.12986911174382	-7.83339852449022	-7.55779173076074	0.45080773511483	0.667325331404536	-1.75808128387511	-2.05515343421889	0.0533806380942463	0.584098706819268	-0.829800366213641	0.773943536332857	-3.54675832882978	8599
-1.6859475102678	-3.07089569961014	-7.92249919332685	-7.70185295075662	0.860408391739827	0.53726096628094	-1.78212272225768	-2.07827458598773	0.0706822303904176	0.577332451806742	-0.914777190164497	0.783168389560363	-2.82646644820855	8799
-1.5682424474261	-2.75370553750158	-7.89518394616292	-7.82162857753392	0.513394669450484	1.42071446881541	-1.77639999895559	-2.05547452464737	0.0491949987626655	0.623967154493099	-0.905423844679454	0.804274947491956	-3.6141575986684	8999
-1.32296147456544	-2.94104368831347	-7.86645798196521	-7.54380596630861	0.0880602714688143	1.05770767269584	-1.79233672146051	-2.13160873151584	0.0414271453870551	0.612716375118187	-0.869861472507923	0.799117261866781	-2.91478986541115	9199
-1.24684759712656	-2.88093384220836	-7.83581863798962	-7.6191955394325	0.637334663940692	1.19681739831298	-1.77910082806557	-2.11521161061757	0.047540784833634	0.604380515552383	-0.865116726144445	0.798547031724414	-3.44554242320181	9399
-0.978864565152536	-2.26696496601139	-7.85612802090389	-7.60862887718808	0.431113704852166	1.33110303168651	-1.78400402389059	-2.04796783569845	0.0264343932681825	0.61345695840205	-0.875713778339562	0.790876298913202	-3.25355959393459	9599
-1.53235259407016	-2.50791013235072	-7.85113093811439	-7.98149468082542	0.236259623787064	0.248822572014112	-1.86597715548706	-2.15528106343523	0.00914513782792129	0.592576809563289	-0.878255177650991	0.793251790333332	-3.10415929796022	9799
-1.43752052431527	-2.8418709867729	-7.824416769596	-7.57703079714529	0.395733833672231	0.718573000893468	-1.82531700874942	-2.06949456430119	0.0192736130860758	0.621517167652809	-0.85195314164543	0.811104891061724	-3.41783506190475	9999
-1.53258754051121	-2.50484303977921	-7.84465741325531	-7.99885382364734	-0.0703267592546604	1.03814741119805	-1.8428708698527	-2.10999276897619	0.0260216797131639	0.597030602133018	-0.847489865771069	0.789543773530269	-2.88987089588958	10199
-1.08029808773711	-3.14200464826334	-7.86844889835141	-7.4214869655939	0.611142136196094	0.950509861796819	-1.83961110292733	-2.04451502269908	0.0232838187176039	0.599198829297027	-0.86042731434297	0.807185302050601	-3.41628317220647	10399
-1.38748047005256	-2.6675142233448	-7.86387308040862	-7.61843232734825	0.568319529182725	0.547425359568204	-1.81030406639707	-2.1473972932605	0.0295548580438805	0.614458861761804	-0.862416525662232	0.794203214949066	-3.04341880203834	10599
-1.50455733620586	-2.71214656097715	-7.87926422870718	-7.73240737657296	0.739408316434177	1.42030513415434	-1.80323834081421	-2.0607186730745	0.035422289572291	0.598367609680148	-0.935989281093459	0.789709178914679	-3.38986574336445	10799
-1.76925336532805	-3.00757359342651	-7.93726207096743	-7.37982378061637	0.573179707351571	0.766052236692823	-1.82565188903946	-2.12648202724779	0.033809985010463	0.590172874486738	-0.918633368106543	0.7862820467474	-3.78586761524697	10999
-1.40134324251521	-2.85190716256942	-7.92178073241398	-7.55698367397333	0.599710435477266	1.05171826664956	-1.80229513208158	-2.0718288797525	0.0314630134510877	0.608229323195551	-0.943057964986774	0.790124486947684	-3.35979350620666	11199
-1.85913807187029	-3.30130925034602	-7.88351368370207	-7.74600156385837	0.19932026042953	1.46834835679456	-1.80571674814566	-2.08741487440441	0.0425128684283842	0.621905442251344	-0.889350457803503	0.821066603629756	-2.71134476847442	11399
-1.52226900521502	-3.14961188962243	-7.84966901013264	-7.61906978828778	0.6117839585852	1.15965753728456	-1.79219639971043	-2.07233885971316	0.0354742855329147	0.621042006682432	-0.926858065184534	0.832220388585799	-3.39662049349533	11599
-1.19372040322467	-2.94678598981251	-7.86021767627918	-7.62083008067753	0.545174906119802	1.33448298922938	-1.80198447187277	-2.0972853265379	0.0423119073673535	0.623536895710083	-0.865004965376203	0.813355570522374	-2.71048760509362	11799
-1.48666728862979	-3.40427849200521	-7.87382342548505	-7.69194705935405	0.762895619723545	0.783225705660373	-1.81568471078357	-2.09549728098165	0.0405390895278641	0.589864867317268	-0.907005434245866	0.806930595252826	-3.43613555044399	11999
-1.4854046413903	-2.98377202328207	-7.87617925740092	-7.7992093363056	0.618878153052618	1.25065253127402	-1.83348847927673	-2.18495034885361	0.0321001532308301	0.607304497206418	-0.899593726765208	0.802535331451188	-3.05856875943962	12199
-1.42328306026686	-2.5873866043169	-7.82762570000224	-7.69399396914687	0.617646025448371	1.44589123132901	-1.77283255704467	-2.04986823173031	0.0522760010219771	0.58195257423824	-0.865507232929386	0.778963820906459	-2.75386799201548	12399
-0.988476904238315	-2.27769743018567	-7.88828160948677	-7.52922199992791	0.006980891139892	0.782226030488092	-1.76028904806743	-2.09611296326378	0.0520110685730363	0.593615162103475	-0.899917831082091	0.79056616385498	-3.3601758280191	12599
-1.66564389532593	-3.17905181528594	-7.93113208310962	-7.47571055351866	0.94994636569099	0.81998349191852	-1.73745651280314	-2.15723682768935	0.0880548227317278	0.544921104204694	-0.942970422092228	0.761361350545006	-2.98982377943257	12799
-1.45429619698132	-2.95932437851809	-7.90063432644233	-7.67335475293402	0.608890162709647	0.585328490223708	-1.73860106841875	-2.16132270681488	0.0715246841451207	0.552270543267114	-0.961149769939224	0.77268098324526	-3.46184018954006	12999
-1.61089409042893	-2.27528714495492	-7.87350033024726	-8.10313501283961	0.739756593164086	0.731029786526235	-1.72519246561789	-2.05602413476117	0.0588094043497407	0.5864086367971	-1.00464321085345	0.779542241338203	-2.99838585416243	13199
-1.75582638768583	-2.74752433195324	-7.89456577529613	-7.81412394252075	0.735573289163731	1.12135415121251	-1.71678789428719	-2.03506074554253	0.0605842305444534	0.591261443152757	-0.956692104029661	0.769808910178161	-2.9517010718196	13399
-1.61639134203221	-2.75653949873705	-7.89043239764777	-7.82012485769203	0.800583847073395	0.877905630435162	-1.73894033372476	-2.09240822960169	0.0543670963903825	0.584799415409758	-0.956557265342364	0.769808910178161	-3.66334822651268	13599
-1.68941341039168	-2.4644317603334	-7.93926846539179	-7.56059503322125	0.293165770703097	1.09470470701271	-1.73118173848127	-2.1048749692008	0.0667627165238061	0.584786854422054	-0.995413517171394	0.775567629072929	-2.80085665999286	13799
-1.28791137534105	-2.75804838634566	-7.91875752631616	-7.36436263428522	1.03379128934516	1.28457175353489	-1.74296043223542	-1.96100684128532	0.0706242264292664	0.603042262762614	-0.946933541379185	0.79407405950966	-2.99619309540876	13999
-1.42227752610012	-3.01930247135411	-7.92043960247358	-7.54218278893185	0.321884078004271	1.1056708095649	-1.73478864109746	-2.11809891121743	0.0709675522665818	0.600118465400169	-0.922212831682149	0.785310703582013	-3.10050262757328	14199
-1.74083555499663	-2.36417856306796	-7.88955803688402	-8.0244345842753	0.773598656183557	0.738609342330552	-1.74407821028275	-2.14667930699769	0.0765654693345264	0.594149659223953	-0.970037136200365	0.795318760463297	-3.24135008147824	14399
-1.50301136530811	-3.31828228232132	-7.79167492437243	-8.03586025535242	0.669048452992337	1.07320869454192	-1.70003978681212	-2.08214232162595	0.0777064422058012	0.60493530321886	-0.830563119847984	0.775582944420657	-3.05146546404422	14599
-1.02351999707137	-2.9513448241742	-7.81331059164474	-7.56878725314434	0.482354223497887	0.786023518733418	-1.73527406907425	-2.09840961925823	0.0804509853410411	0.588511074577591	-0.801750875396199	0.780487788379144	-3.13142886513409	14799
-1.29164620371533	-2.95102266980589	-7.73908420689987	-8.09941355731544	0.767767047350548	1.17211100407891	-1.70405489498732	-2.04973626446008	0.0763635002051698	0.573424124476767	-0.775910035386782	0.761165637253005	-3.68605841755039	14999
-1.30881824322058	-3.19068306544602	-7.8106744955273	-7.67410149442153	0.726459245364166	0.825115199685038	-1.73097892080973	-2.13511182491699	0.0689871456003059	0.588386243730227	-0.843905537980038	0.775920120025707	-3.59982306936014	15199
-0.811806134130817	-2.1499908709073	-7.81761809053298	-7.58568421511378	0.915857730930794	0.900814860161611	-1.70997470045128	-2.1035854422532	0.0932683049182697	0.595961519231781	-0.821003685172317	0.780776167237199	-2.49813954254871	15399
-1.38097129631172	-3.15912954230989	-7.78562860807863	-7.95096602289898	0.690359793353431	0.789093068603627	-1.69971077910115	-2.09906717489827	0.0982973964906337	0.594566644406673	-0.839758472424044	0.800184710227459	-2.95654553615662	15599
-1.06025251189043	-3.24149851056798	-7.81828192408007	-7.5068969661965	0.941142431084246	0.675350345462779	-1.71245436200448	-2.11425707218784	0.110989570955073	0.575862886452828	-0.811927377618707	0.793564198655846	-3.04452612953221	15799
-1.45140368082358	-3.0504388534401	-7.85763340522039	-7.6508172828049	0.709360846269366	0.759543056472921	-1.72605417989617	-2.07625644605088	0.0777457858388048	0.621699253550729	-0.868515668413831	0.802350853226286	-3.49666407743089	15999
-1.50574042174313	-2.837216205346	-7.84733936462129	-7.85297543449469	0.586423799763229	1.42002166043658	-1.69951935577238	-1.9805999314105	0.0758702780991495	0.615877442052726	-0.914378371645893	0.792913599173136	-3.02652699759509	16199
-1.48309678396876	-3.29185861024427	-7.8029375759936	-8.03229448267385	0.709536719846431	1.26810291244844	-1.69858930431598	-1.98865518916949	0.0750618597326548	0.630803612564482	-0.884751703138601	0.811711160558436	-3.43592991448585	16399
-0.819027732091965	-2.63560889282673	-7.79237208666057	-7.30604429700814	0.56459364887088	0.668671369547772	-1.68585353933908	-2.03366073762243	0.0917024178688964	0.638795141489525	-0.788599530640923	0.82619187162327	-3.08633888119824	16599
-0.854245726050045	-3.30443058936429	-7.77308494269818	-7.51828311025548	0.703501629399559	1.03861996272484	-1.70577504856502	-1.94778165811987	0.0689821908334467	0.649556309818436	-0.770047818470026	0.819998402081249	-3.59102808751711	16799
-1.21793007828815	-2.74533863125008	-7.8289614559843	-7.64486180929539	0.768149435959175	1.23944543624819	-1.75866085573713	-2.04906507577699	0.0767913041539003	0.629250677491121	-0.823618252441741	0.826057071413006	-2.732035570024	16999
-1.55032352127438	-2.79829725429873	-7.85765582567049	-7.91279839882262	0.771641578265469	1.14664963196087	-1.7491516248754	-2.09020964812773	0.0834168049011549	0.63128589979636	-0.897189572980375	0.829599700945426	-3.05011031906936	17199
-1.5482236431438	-2.69605024575193	-7.88880167798061	-7.73516368925293	0.856014634215043	1.60086886562727	-1.73641587399362	-2.01770729183241	0.0806539091932712	0.646641409469889	-0.93370653929558	0.83685905317854	-3.0353729176305	17399
-1.57807804359957	-2.92831959800766	-7.87630167245101	-7.66485538915126	0.768958975361988	1.2528920395425	-1.71943843956613	-2.06843193876324	0.0859112701245955	0.636502352817138	-0.918485480244126	0.825544850716693	-2.90852699293915	17599
-1.81528132017995	-2.79786625644328	-7.8329026552274	-7.91427095831333	0.912066299837999	1.38994898091046	-1.66112251712357	-2.00102971476302	0.0991939607211267	0.60657984101011	-0.950959356807427	0.798367912452255	-2.71825838079243	17799
-1.8330562881195	-3.27764391195969	-7.84596110721312	-7.84493983323912	0.814559975748107	1.44133346290522	-1.64410663312408	-2.03609488100929	0.10116235604412	0.661392543024874	-0.88987246949228	0.811672205505644	-3.62383971808077	17999
-1.28938041915458	-2.94353381013673	-7.86213220742781	-7.65617355188987	0.558935996190083	0.520958392070723	-1.69798412865036	-2.03333149595921	0.0924741975935328	0.664211609855474	-0.869745513592177	0.844750130442586	-2.64722599693737	18199
-0.901611990610399	-3.12691830292721	-7.86770130356014	-7.202417166654	0.750917128623131	0.998867688430743	-1.71003157052694	-1.96875020834282	0.0894704804501333	0.688893995758296	-0.816836869560846	0.863330287787988	-3.42734571049111	18399
-0.79215749336749	-2.61665793765102	-7.87119177563268	-7.19433249195025	0.663072236821874	0.98593758566472	-1.72523890400286	-2.02812328737695	0.0805699779925756	0.669832445836274	-0.829843374891406	0.85871659164223	-2.56219653033865	18599
-0.709109141228139	-3.16762501780145	-7.93582314631283	-7.09017630725345	-0.0195441744296664	1.07998325204414	-1.73726603971414	-1.9408821001593	0.0827823993440381	0.710160440171997	-0.800606159266034	0.872558275277488	-3.26005887512337	18799
-0.636123579714625	-2.60639602521119	-7.87656442815863	-7.1892982642002	0.415978745964911	1.20932097747529	-1.73491572625476	-2.01709968131932	0.0789159855341713	0.717432520999889	-0.790839669206631	0.88704504599506	-3.53921030571889	18999
-0.705353890339675	-2.82375172046097	-7.91632474316956	-7.07841214525783	0.93746565197692	1.0837052333383	-1.78598450727352	-1.97779549764849	0.0842894091479142	0.694516973410054	-0.776431727268314	0.881197372969161	-2.89329685613014	19199
-0.937399287189051	-3.20470920516891	-7.90045019505374	-7.24582442613225	0.545570236969376	1.07150008346408	-1.78764918614534	-1.9831746251766	0.0825423735648943	0.699914840082552	-0.796918674981959	0.891193791048935	-3.02376937043892	19399
-0.748347749968766	-2.81797827596802	-7.91787804686203	-7.0978499986917	0.463746014142357	0.941034921735393	-1.77490240932777	-2.0361913362867	0.0776142991544364	0.694020409979909	-0.804949028285687	0.89229892510039	-2.68960806177583	19599
-0.541981022229252	-2.95667729878539	-7.89833459210537	-6.98695285322523	0.556365343583094	1.03737441554559	-1.76162429014918	-1.94008881895353	0.0707083296358041	0.705494830819934	-0.754012179788563	0.885706980571246	-2.96735828955715	19799
-0.485603053055853	-3.29654492416247	-7.8831742399729	-7.0258172904264	0.0208051868232004	0.854769294902834	-1.75177641635586	-2.01121050430007	0.0774901196251425	0.68967413423924	-0.716758729163994	0.865167333294525	-3.22512471914747	19999
-0.499858009456739	-2.72990272868025	-7.86023144012722	-6.95895352822218	0.565578753971108	0.926114353631402	-1.75664215315707	-1.93685709550585	0.0708617057014317	0.710557172413172	-0.695562135208997	0.872613261127008	-2.98762518474605	20199
-0.469182345554628	-2.75682572205551	-7.88623507314808	-7.00010398130723	0.472984403036264	0.862217123185912	-1.78079523169871	-2.03261012210722	0.0539765960436533	0.700703013713466	-0.714402586556032	0.860361724446861	-3.76759871666563	20399
-0.527171335138973	-2.18379392318347	-7.8566516032529	-7.0440501410002	0.562395459528468	1.15620002516378	-1.76338608038054	-1.9348467579705	0.056108620451719	0.72822769753634	-0.747973568348084	0.878846431917434	-2.80516878050517	20599
-0.62973033958213	-3.03806717798214	-7.82145228954017	-7.17274088076586	0.12517685946472	1.28383941046013	-1.7525512098822	-1.88216825987225	0.0476053811903776	0.735753443266974	-0.751352958770543	0.888906327564836	-3.13893294996941	20799
-0.533448362269674	-3.14364094585018	-7.86399517487776	-7.1520572809781	0.346210970018593	1.10951851430171	-1.74807667636541	-1.875943224239	0.0429344371387578	0.754837235418831	-0.769971753301829	0.90681500727161	-3.27045897326428	20999
-0.566040454112009	-2.88917769298971	-7.89357578042936	-6.97803085847542	0.198231809841491	1.20827997729077	-1.76335228659249	-1.89463543804138	0.0508962480664544	0.764817998608831	-0.761814903203063	0.90830331010823	-3.34160042135369	21199
-0.566617667929619	-2.64778552014633	-7.8928592547256	-7.05668916416277	0.57742951748402	1.06704711655029	-1.78024740982899	-1.96739826123267	0.0540510429820387	0.749428730026409	-0.758887860444288	0.905900305950521	-2.49438211146624	21399
-0.541510077284593	-2.78712051594961	-7.90434295286255	-7.00995156548493	0.699031058578888	1.2824225531351	-1.76922689474787	-1.89728121465263	0.0597198035455452	0.758294822770504	-0.749766941191676	0.90167378597302	-3.52704665593507	21599
-0.485018721765908	-2.90646288549364	-7.86189916925268	-6.9859560833785	0.587716672908224	1.2249980122742	-1.7500530945644	-1.87478998493681	0.0720237571422336	0.752335023194563	-0.709804094904504	0.904581747549844	-2.78399638113375	21799
-0.597310851238818	-2.81462343817946	-7.84231152307856	-6.98878237349294	0.629299963896349	1.19105536941572	-1.76298966399998	-1.90164100573931	0.0676300577012537	0.731514682974287	-0.714826144106166	0.89308702297245	-3.46247586159941	21999
-0.543368848725591	-2.64203086500516	-7.85116318869755	-7.10655390137538	0.527410809673374	1.20926332182874	-1.74029063218237	-1.96848175056516	0.0727211657192597	0.749033769798516	-0.728284947939348	0.896677553669403	-3.17697303328635	22199
-0.548176591541009	-2.79566586947867	-7.85827662399377	-7.0427042879157	0.433055993803445	1.19790379037634	-1.7308904642859	-1.88368573043935	0.0802390378394425	0.75453570295172	-0.727825400501267	0.905974702799779	-3.2770586489673	22399
-0.5402701570887	-2.60264473516399	-7.84750417613306	-7.09997041386119	0.802458009683475	1.16448080704223	-1.71758324857355	-1.88023085252252	0.0914636305920211	0.741934587106136	-0.725003248694591	0.898293834612678	-3.36816718839429	22599
-0.558476978764359	-3.04677067764862	-7.87173052992416	-7.0067183098308	0.529063273691293	1.24267535167891	-1.72902608243519	-1.90568543808902	0.0962418980900133	0.762185392370529	-0.719378383336573	0.928276789435185	-3.18049429396152	22799
-0.495462433333981	-3.22030127787432	-7.88297366580536	-6.9496849783176	0.825773193735342	1.22887627607989	-1.72935050911223	-1.86695921438312	0.104266441906339	0.781385134802563	-0.708679384579027	0.942235006502787	-3.44818653536887	22999
-0.42467177273798	-3.03237668114993	-7.87627166503096	-6.99656229984023	0.546550307696907	1.1512792759241	-1.75305000499319	-1.93915378232848	0.106129857289647	0.765143416518025	-0.691285500088951	0.944529181132691	-2.38211479661795	23199
-0.456076859203301	-2.71297236619731	-7.8362972063057	-7.04747012645893	0.787499383971454	1.05570684067152	-1.74742136227139	-1.85206771705028	0.0883608749843189	0.766162286506739	-0.682343988305201	0.942574242390026	-2.84172568403587	23399
-0.390476197912857	-2.52374393787883	-7.84911147029368	-7.02524097126783	0.487611531816788	1.176145367966	-1.71758811542	-1.82611582216144	0.0948736506270936	0.77779197543416	-0.69534602180013	0.938342820227444	-2.9904731898527	23599
-0.38663719274967	-2.81828881377288	-7.81956599017624	-6.98132633295962	0.86527667923237	1.24243115605735	-1.71825393392668	-1.82804594119476	0.109483582424586	0.78082669268966	-0.648536034642146	0.933488596744324	-3.10068337522419	23799
